1012.611836	0.000000	0.000000	1013.211836	569.931658	0.000000	0.000000	0.000000	569.931658	0.000000	0.000000	0.000000	
0.000000	1012.611836	1013.211836	0.000000	0.000000	569.931658	0.000000	0.000000	0.000000	569.931658	0.000000	0.000000	
0.000000	1013.211836	1012.611836	0.000000	151.981775	0.000000	569.931658	-151.981775	-151.981775	0.000000	569.931658	151.981775	
1013.211836	0.000000	0.000000	1012.611836	0.000000	-151.981775	151.981775	569.931658	0.000000	151.981775	-151.981775	569.931658	
1139.863316	0.000000	0.000000	0.000000	1012.611836	0.000000	0.000000	1013.211836	0.000000	0.000000	0.000000	0.000000	
0.000000	1139.863316	0.000000	0.000000	0.000000	1012.611836	1013.211836	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	1139.863316	0.000000	0.000000	1013.211836	1012.611836	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	1139.863316	1013.211836	0.000000	0.000000	1012.611836	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	569.931658	0.000000	0.000000	0.000000	1582.543494	0.000000	0.000000	1013.211836	
0.000000	0.000000	0.000000	0.000000	0.000000	569.931658	0.000000	0.000000	0.000000	1582.543494	1013.211836	0.000000	
151.981775	0.000000	0.000000	-151.981775	-151.981775	0.000000	569.931658	151.981775	0.000000	1013.211836	1582.543494	0.000000	
0.000000	-151.981775	151.981775	0.000000	0.000000	151.981775	-151.981775	569.931658	1013.211836	0.000000	0.000000	1582.543494	
